itm,v1,likely_electorate_likely_electorate,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,income_under_50k,income_50_100k,income_over_100k,x2024_vote_choice_biden,x2024_vote_choice_trump,x2024_vote_choice_oth,party_id_dem,party_id_rep,party_id_ind,party_id_leaners_dem,party_id_leaners_rep,x2020_vote_biden,x2020_vote_trump,x2020_vote_did_not_vote,na
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Thinking about the federal trial against Donald Trump related to attempts to overturn the 2020 election, do you think it is likely or unlikely that he will be convicted at the end of the trial? FOLLOW UP: Is that very or somewhat?",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Very likely,15%,16%,14%,7%,9%,15%,23%,15%,15%,18%,18%,15%,15%,17%,13%,16%,12%,18%,22%,9%,7%,24%,10%,13%,22%,9%,21%,8%,11%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Somewhat likely,22%,24%,20%,33%,23%,21%,19%,22%,25%,21%,26%,28%,19%,28%,18%,17%,28%,23%,27%,17%,22%,27%,17%,27%,28%,18%,29%,17%,22%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Somewhat unlikely,27%,24%,31%,35%,32%,28%,21%,29%,32%,21%,18%,29%,27%,30%,29%,25%,30%,28%,25%,31%,24%,21%,30%,30%,23%,33%,24%,29%,36%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Very unlikely,24%,26%,23%,17%,29%,26%,21%,25%,19%,26%,19%,19%,27%,17%,30%,32%,18%,23%,17%,32%,15%,21%,30%,21%,20%,29%,18%,33%,19%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don't know/Refused,12%,11%,12%,8%,6%,10%,17%,9%,9%,14%,19%,9%,12%,8%,10%,10%,11%,8%,9%,11%,32%,8%,13%,9%,7%,11%,8%,12%,11%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",NET Likely,37%,39%,34%,40%,33%,36%,41%,37%,40%,39%,44%,43%,33%,45%,31%,33%,41%,40%,49%,26%,29%,50%,27%,40%,50%,27%,50%,25%,33%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",NET Unlikely,51%,50%,54%,52%,61%,53%,42%,54%,51%,48%,37%,48%,54%,47%,59%,57%,48%,51%,42%,63%,39%,42%,60%,51%,43%,62%,42%,62%,55%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,"1,016",496,496,179,259,318,222,669,117,137,66,504,498,357,307,234,254,446,470,452,94,304,299,321,463,461,459,337,159,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,46%,52%,13%,22%,34%,29%,70%,10%,11%,6%,40%,59%,29%,40%,25%,24%,42%,47%,45%,8%,32%,32%,29%,46%,47%,47%,38%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",(If Republican primary voter)  Which statement comes closer to your view on what should happen if  Donald Trump wins the most votes in the Republican primary and is then convicted of a crime?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",(If Republican primary voter)  Which statement comes closer to your view on what should happen if  Donald Trump wins the most votes in the Republican primary and is then convicted of a crime?,Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",(If Republican primary voter)  Which statement comes closer to your view on what should happen if  Donald Trump wins the most votes in the Republican primary and is then convicted of a crime?,Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Donald Trump should NOT be the Republican nominee if he is convicted of a crime, even if he has won the most votes in the primary.",32%,31%,32%,43%,39%,28%,29%,32%,61%,22%,28%,46%,24%,50%,22%,22%,31%,40%,82%,23%,88%,71%,28%,44%,78%,29%,84%,22%,39%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Donald Trump should be the Republican nominee if he has won the most votes in the primary, even if he is convicted of a crime.",62%,62%,61%,53%,58%,66%,63%,63%,30%,69%,57%,45%,70%,40%,74%,70%,64%,54%,9%,71%,2%,29%,66%,49%,22%,64%,16%,70%,50%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don’t know/Refused,6%,7%,6%,5%,3%,6%,8%,5%,10%,9%,15%,9%,5%,9%,4%,8%,6%,6%,9%,6%,10%,0%,6%,8%,0%,7%,0%,7%,11%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,380,203,175,56,88,135,88,307,13,37,16,163,213,141,165,88,84,178,40,319,21,9,262,92,21,351,47,275,43,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,50%,50%,11%,19%,39%,29%,84%,2%,8%,4%,33%,66%,28%,55%,25%,22%,44%,10%,85%,5%,2%,72%,21%,5%,94%,11%,78%,7%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",What single news source do you turn to most often? This could include a social media site or a news site.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",What single news source do you turn to most often? This could include a social media site or a news site.,Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",What single news source do you turn to most often? This could include a social media site or a news site.,Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Fox News,14%,12%,16%,9%,9%,14%,18%,16%,4%,10%,6%,9%,16%,11%,20%,14%,14%,12%,2%,28%,3%,<1%,31%,11%,<1%,27%,1%,31%,13%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] CNN,10%,10%,10%,14%,10%,11%,8%,9%,20%,8%,12%,12%,9%,11%,7%,12%,8%,11%,18%,3%,5%,19%,4%,9%,18%,4%,18%,2%,5%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] MSNBC,3%,3%,3%,0%,1%,4%,5%,3%,5%,3%,0%,4%,2%,5%,2%,<1%,3%,5%,6%,<.5%,0%,8%,0%,2%,7%,<.5%,6%,<.5%,0%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Public Radio/NPR/PBS,5%,4%,5%,4%,8%,5%,3%,6%,3%,3%,2%,9%,2%,10%,3%,2%,6%,6%,10%,<.5%,3%,9%,<1%,5%,10%,<.5%,9%,<.5%,3%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Talk radio/conservative personality,<1%,<1%,<1%,0%,<1%,1%,<.5%,<1%,0%,<.5%,1%,<.5%,<1%,0%,1%,<.5%,1%,<1%,<.5%,1%,0%,0%,2%,<.5%,0%,1%,0%,1%,<1%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","[VOL] National television networks, like CBS, NBC or ABC",13%,9%,17%,5%,7%,10%,24%,13%,18%,12%,6%,9%,16%,8%,17%,18%,17%,8%,13%,12%,20%,14%,13%,13%,13%,13%,14%,12%,12%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","[VOL] Local broadcast news (includes non-talk, non-public local radio)",5%,5%,5%,4%,6%,5%,4%,5%,7%,6%,5%,4%,6%,5%,5%,7%,6%,4%,5%,5%,1%,4%,4%,7%,5%,6%,4%,6%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","[VOL] National print or online news organizations, like The New York Times or The Wall Street Journal",9%,10%,7%,12%,11%,5%,10%,9%,7%,1%,18%,14%,5%,15%,5%,4%,8%,12%,14%,4%,4%,12%,6%,9%,12%,6%,13%,4%,9%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Local print or online news organizations,1%,<1%,2%,<1%,<1%,1%,1%,2%,0%,<.5%,2%,1%,1%,1%,2%,2%,1%,1%,2%,<1%,2%,2%,<1%,1%,2%,<1%,1%,<1%,<.5%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Social media,14%,15%,12%,32%,20%,13%,3%,12%,13%,17%,29%,14%,14%,13%,12%,18%,14%,11%,11%,15%,18%,12%,10%,15%,12%,14%,13%,12%,22%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Friends and family,<.5%,<.5%,<.5%,<1%,0%,<.5%,<.5%,<.5%,0%,<1%,0%,<.5%,<.5%,<.5%,<.5%,0%,<.5%,<.5%,<.5%,<.5%,<1%,0%,<.5%,0%,0%,<.5%,0%,<.5%,<.5%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","[VOL] International news sources (such as the BBC, Al Jazeera and The Guardian)",3%,2%,4%,3%,2%,3%,4%,3%,4%,6%,1%,2%,3%,2%,2%,2%,2%,4%,4%,<1%,9%,3%,2%,4%,4%,2%,4%,2%,3%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","[VOL] Aggregation sites (such as Bing, Google, Yahoo News or Apple News)",5%,6%,4%,4%,5%,4%,5%,4%,7%,5%,7%,5%,5%,5%,4%,5%,4%,6%,5%,4%,7%,5%,5%,4%,5%,4%,6%,4%,4%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Conservative news sites,3%,4%,3%,1%,4%,4%,3%,4%,<1%,1%,1%,2%,5%,2%,7%,3%,1%,4%,<.5%,8%,<.5%,1%,9%,1%,<1%,7%,<.5%,9%,<1%,NA
